case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 09:09:52.081768947+00:00,0,Clerk-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:32:22.510519243+00:00,1,Clerk-000002
0,5,Check credit history,2023-04-20 09:09:52.081768947+00:00,2023-04-20 09:34:49.104281214+00:00,2,Clerk-000004
1,4,Check credit history,2023-04-20 08:32:22.510519243+00:00,2023-04-20 09:17:45.333700395+00:00,3,Clerk-000003
2,8,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:14:49.153649795+00:00,4,Clerk-000005
0,3,Appraise property,2023-04-20 09:34:49.104281214+00:00,2023-04-20 10:34:49.113545805+00:00,5,Appraiser-000001
2,2,AML check,2023-04-20 09:14:49.153649795+00:00,2023-04-20 09:32:01.239631940+00:00,6,AML Investigator-000001
1,7,AML check,2023-04-20 09:17:45.333700395+00:00,2023-04-20 10:06:09.903533467+00:00,7,AML Investigator-000002
3,9,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 10:13:10.648344786+00:00,8,Clerk-000006
0,7,AML check,2023-04-20 10:34:49.113545805+00:00,2023-04-20 10:47:22.572479265+00:00,9,AML Investigator-000002
2,6,Appraise property,2023-04-20 09:32:01.239631940+00:00,2023-04-20 11:05:17.166264655+00:00,10,Appraiser-000002
4,10,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:09:51.870850164+00:00,11,Clerk-000007
3,2,AML check,2023-04-20 10:13:10.648344786+00:00,2023-04-20 10:52:48.184086551+00:00,13,AML Investigator-000001
0,15,Assess loan risk,2023-04-20 10:47:22.572479265+00:00,2023-04-20 11:07:22.572479265+00:00,14,Loan Officer-000003
4,7,AML check,2023-04-20 10:09:51.870850164+00:00,2023-04-20 10:11:32.908305271+00:00,15,AML Investigator-000002
5,12,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 11:32:05.138519483+00:00,16,Clerk-000008
1,6,Appraise property,2023-04-20 11:05:17.166264655+00:00,2023-04-20 13:35:01.794644471+00:00,17,Appraiser-000002
3,3,Appraise property,2023-04-20 10:52:48.184086551+00:00,2023-04-20 11:18:28.200812410+00:00,18,Appraiser-000001
2,8,Check credit history,2023-04-20 11:05:17.166264655+00:00,2023-04-20 11:05:48.538071494+00:00,19,Clerk-000005
0,12,Reject application,2023-04-20 11:07:22.572479265+00:00,2023-04-20 11:17:22.572479265+00:00,20,Clerk-000008
4,1,Check credit history,2023-04-20 10:11:32.908305271+00:00,2023-04-20 11:09:53.562758698+00:00,21,Clerk-000002
6,0,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 12:04:12.753696419+00:00,22,Clerk-000001
2,16,Assess loan risk,2023-04-20 11:05:48.538071494+00:00,2023-04-20 11:25:48.538071494+00:00,23,Loan Officer-000004
