case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:18:38.516612724+00:00,0,Clerk-000001
0,6,Appraise property,2023-04-20 08:18:38.516612724+00:00,2023-04-20 08:20:27.968914777+00:00,1,Appraiser-000002
0,1,Check credit history,2023-04-20 08:20:27.968914777+00:00,2023-04-20 08:39:09.508711083+00:00,2,Clerk-000002
1,4,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:41:02.278899436+00:00,3,Clerk-000003
0,7,AML check,2023-04-20 08:39:09.508711083+00:00,2023-04-20 08:40:25.067781799+00:00,4,AML Investigator-000002
0,11,Assess loan risk,2023-04-20 08:40:25.067781799+00:00,2023-04-20 09:00:25.067781799+00:00,5,Loan Officer-000001
1,12,Check credit history,2023-04-20 08:41:02.278899436+00:00,2023-04-20 09:08:05.727402640+00:00,6,Clerk-000008
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:31:14.517759415+00:00,7,Clerk-000004
0,15,Design loan offer,2023-04-20 09:00:25.067781799+00:00,2023-04-20 09:14:40.848065600+00:00,8,Loan Officer-000003
1,2,AML check,2023-04-20 09:08:05.727402640+00:00,2023-04-20 09:53:20.227331040+00:00,9,AML Investigator-000001
0,17,Approve loan offer,2023-04-20 09:14:40.848065600+00:00,2023-04-20 09:34:40.848065600+00:00,10,Senior Officer-000002
3,8,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:31:41.541620102+00:00,11,Clerk-000005
2,10,Check credit history,2023-04-20 09:31:14.517759415+00:00,2023-04-20 10:01:19.720178275+00:00,12,Clerk-000007
1,6,Appraise property,2023-04-20 09:53:20.227331040+00:00,2023-04-20 10:00:59.893545819+00:00,13,Appraiser-000002
3,0,Check credit history,2023-04-20 09:31:41.541620102+00:00,2023-04-20 10:22:27.675856928+00:00,14,Clerk-000001
0,5,Approve application,2023-04-20 09:34:40.848065600+00:00,2023-04-20 09:39:40.848065600+00:00,15,Clerk-000004
