case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:53:42.153801641+00:00,0,Clerk-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:56:41.339074499+00:00,1,Clerk-000002
0,7,AML check,2023-04-20 08:53:42.153801641+00:00,2023-04-20 09:12:57.218779044+00:00,2,AML Investigator-000002
1,2,AML check,2023-04-20 08:56:41.339074499+00:00,2023-04-20 09:21:07.135121459+00:00,3,AML Investigator-000001
2,4,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:11:21.672561517+00:00,4,Clerk-000003
0,6,Appraise property,2023-04-20 09:12:57.218779044+00:00,2023-04-20 09:20:46.912889095+00:00,5,Appraiser-000002
2,3,Appraise property,2023-04-20 09:11:21.672561517+00:00,2023-04-20 09:45:40.711239846+00:00,6,Appraiser-000001
0,12,Check credit history,2023-04-20 09:20:46.912889095+00:00,2023-04-20 10:15:30.167055607+00:00,7,Clerk-000008
1,10,Check credit history,2023-04-20 09:21:07.135121459+00:00,2023-04-20 09:35:50.345414514+00:00,8,Clerk-000007
3,5,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:39:28.165269293+00:00,9,Clerk-000004
1,3,Appraise property,2023-04-20 09:45:40.711239846+00:00,2023-04-20 09:54:55.644591644+00:00,10,Appraiser-000001
2,12,Check credit history,2023-04-20 09:45:40.711239846+00:00,2023-04-20 10:05:05.819512883+00:00,11,Clerk-000008
0,16,Assess loan risk,2023-04-20 10:15:30.167055607+00:00,2023-04-20 10:35:30.167055607+00:00,12,Loan Officer-000004
3,6,Appraise property,2023-04-20 09:39:28.165269293+00:00,2023-04-20 11:58:48.649677943+00:00,13,Appraiser-000002
1,15,Assess loan risk,2023-04-20 09:54:55.644591644+00:00,2023-04-20 10:14:55.644591644+00:00,14,Loan Officer-000003
4,8,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:22:38.752824902+00:00,15,Clerk-000005
2,2,AML check,2023-04-20 10:05:05.819512883+00:00,2023-04-20 10:24:37.738976788+00:00,16,AML Investigator-000001
0,0,Reject application,2023-04-20 10:35:30.167055607+00:00,2023-04-20 10:45:30.167055607+00:00,17,Clerk-000001
1,16,Design loan offer,2023-04-20 10:14:55.644591644+00:00,2023-04-20 10:19:30.310746620+00:00,18,Loan Officer-000004
4,9,Check credit history,2023-04-20 10:22:38.752824902+00:00,2023-04-20 10:48:26.540140132+00:00,19,Clerk-000006
2,13,Assess loan risk,2023-04-20 10:24:37.738976788+00:00,2023-04-20 10:44:37.738976788+00:00,20,Loan Officer-000002
5,1,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 11:18:41.507871290+00:00,21,Clerk-000002
1,14,Approve loan offer,2023-04-20 10:19:30.310746620+00:00,2023-04-20 10:39:30.310746620+00:00,22,Senior Officer-000001
2,15,Design loan offer,2023-04-20 10:44:37.738976788+00:00,2023-04-20 10:51:22.369260276+00:00,23,Loan Officer-000003
4,3,Appraise property,2023-04-20 10:48:26.540140132+00:00,2023-04-20 11:36:34.504367659+00:00,24,Appraiser-000001
6,4,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:00:01.389312745+00:00,25,Clerk-000003
5,6,Appraise property,2023-04-20 11:58:48.649677943+00:00,2023-04-20 12:35:06.630328368+00:00,26,Appraiser-000002
3,7,AML check,2023-04-20 11:58:48.649677943+00:00,2023-04-20 13:14:41.655330430+00:00,27,AML Investigator-000002
1,8,Cancel application,2023-04-20 10:39:30.310746620+00:00,2023-04-20 10:44:30.310746620+00:00,28,Clerk-000005
2,17,Approve loan offer,2023-04-20 10:51:22.369260276+00:00,2023-04-20 11:11:22.369260276+00:00,29,Senior Officer-000002
6,2,AML check,2023-04-20 11:00:01.389312745+00:00,2023-04-20 12:38:53.320923115+00:00,30,AML Investigator-000001
7,10,Check application form completeness,2023-04-20 11:30:00+00:00,2023-04-20 12:08:22.127139556+00:00,31,Clerk-000007
5,0,Check credit history,2023-04-20 12:35:06.630328368+00:00,2023-04-20 14:20:20.775424265+00:00,33,Clerk-000001
3,4,Check credit history,2023-04-20 13:14:41.655330430+00:00,2023-04-20 14:02:45.115646946+00:00,34,Clerk-000003
8,5,Check application form completeness,2023-04-20 12:00:00+00:00,2023-04-20 12:07:54.454259334+00:00,35,Clerk-000004
7,9,Return application back to applicant,2023-04-20 12:08:22.127139556+00:00,2023-04-20 12:13:22.127139556+00:00,36,Clerk-000006
6,12,Check credit history,2023-04-20 12:38:53.320923115+00:00,2023-04-20 13:26:42.274862790+00:00,37,Clerk-000008
