case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:36:32.690154790+00:00,0,Clerk-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:42:04.261173922+00:00,1,Clerk-000002
0,2,AML check,2023-04-20 08:36:32.690154790+00:00,2023-04-20 09:18:37.031902409+00:00,2,AML Investigator-000001
1,10,Check credit history,2023-04-20 08:42:04.261173922+00:00,2023-04-20 09:53:14.364257103+00:00,3,Clerk-000007
2,4,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:23:55.174916909+00:00,4,Clerk-000003
0,5,Check credit history,2023-04-20 09:18:37.031902409+00:00,2023-04-20 09:28:11.254686095+00:00,5,Clerk-000004
2,8,Check credit history,2023-04-20 09:23:55.174916909+00:00,2023-04-20 10:30:20.353817741+00:00,6,Clerk-000005
0,6,Appraise property,2023-04-20 09:28:11.254686095+00:00,2023-04-20 10:13:23.041120791+00:00,7,Appraiser-000002
1,2,AML check,2023-04-20 09:53:14.364257103+00:00,2023-04-20 10:28:08.647016887+00:00,8,AML Investigator-000001
3,9,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:35:01.860621876+00:00,9,Clerk-000006
0,13,Assess loan risk,2023-04-20 10:13:23.041120791+00:00,2023-04-20 10:33:23.041120791+00:00,10,Loan Officer-000002
1,6,Appraise property,2023-04-20 10:28:08.647016887+00:00,2023-04-20 10:34:26.605728399+00:00,11,Appraiser-000002
2,3,Appraise property,2023-04-20 10:30:20.353817741+00:00,2023-04-20 10:55:11.554880819+00:00,12,Appraiser-000001
3,2,AML check,2023-04-20 09:35:01.860621876+00:00,2023-04-20 09:48:36.707344738+00:00,13,AML Investigator-000001
4,12,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:00:03.737149101+00:00,14,Clerk-000008
0,15,Design loan offer,2023-04-20 10:33:23.041120791+00:00,2023-04-20 10:42:26.418407500+00:00,15,Loan Officer-000003
1,13,Assess loan risk,2023-04-20 10:34:26.605728399+00:00,2023-04-20 10:54:26.605728399+00:00,16,Loan Officer-000002
2,7,AML check,2023-04-20 10:55:11.554880819+00:00,2023-04-20 10:57:54.569465195+00:00,17,AML Investigator-000002
5,0,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:45:52.382514693+00:00,20,Clerk-000001
0,14,Approve loan offer,2023-04-20 10:42:26.418407500+00:00,2023-04-20 11:02:26.418407500+00:00,21,Senior Officer-000001
1,5,Reject application,2023-04-20 10:54:26.605728399+00:00,2023-04-20 11:04:26.605728399+00:00,22,Clerk-000004
2,11,Assess loan risk,2023-04-20 10:57:54.569465195+00:00,2023-04-20 11:17:54.569465195+00:00,23,Loan Officer-000001
4,7,AML check,2023-04-20 10:13:23.041120791+00:00,2023-04-20 10:36:24.147514143+00:00,24,AML Investigator-000002
5,1,Check credit history,2023-04-20 10:45:52.382514693+00:00,2023-04-20 11:04:44.992470092+00:00,25,Clerk-000002
3,5,Check credit history,2023-04-20 10:55:11.554880819+00:00,2023-04-20 11:15:23.573843155+00:00,26,Clerk-000004
6,4,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:04:05.767640006+00:00,27,Clerk-000003
0,8,Approve application,2023-04-20 11:02:26.418407500+00:00,2023-04-20 11:07:26.418407500+00:00,28,Clerk-000005
4,6,Appraise property,2023-04-20 10:36:24.147514143+00:00,2023-04-20 10:45:13.880511715+00:00,29,Appraiser-000002
6,3,Appraise property,2023-04-20 11:04:05.767640006+00:00,2023-04-20 11:13:11.817214608+00:00,30,Appraiser-000001
5,2,AML check,2023-04-20 11:04:44.992470092+00:00,2023-04-20 11:47:04.183222660+00:00,31,AML Investigator-000001
2,13,Design loan offer,2023-04-20 11:17:54.569465195+00:00,2023-04-20 11:20:46.127749402+00:00,32,Loan Officer-000002
4,9,Check credit history,2023-04-20 10:45:13.880511715+00:00,2023-04-20 11:13:52.296904429+00:00,33,Clerk-000006
6,7,AML check,2023-04-20 11:13:11.817214608+00:00,2023-04-20 12:04:15.929314984+00:00,34,AML Investigator-000002
3,6,Appraise property,2023-04-20 11:15:23.573843155+00:00,2023-04-20 11:38:34.337179362+00:00,35,Appraiser-000002
2,17,Approve loan offer,2023-04-20 11:20:46.127749402+00:00,2023-04-20 11:40:46.127749402+00:00,36,Senior Officer-000002
5,6,Appraise property,2023-04-20 11:47:04.183222660+00:00,2023-04-20 12:27:34.950739933+00:00,37,Appraiser-000002
4,16,Assess loan risk,2023-04-20 11:13:52.296904429+00:00,2023-04-20 11:33:52.296904429+00:00,38,Loan Officer-000004
7,10,Check application form completeness,2023-04-20 11:30:00+00:00,2023-04-20 11:42:31.602115512+00:00,39,Clerk-000007
3,13,Assess loan risk,2023-04-20 11:38:34.337179362+00:00,2023-04-20 11:58:34.337179362+00:00,40,Loan Officer-000002
2,0,Cancel application,2023-04-20 11:40:46.127749402+00:00,2023-04-20 11:45:46.127749402+00:00,41,Clerk-000001
6,10,Check credit history,2023-04-20 12:04:15.929314984+00:00,2023-04-20 12:08:15.172684445+00:00,42,Clerk-000007
