case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:05:36.308585737+00:00,0,Clerk-000001
0,1,Check credit history,2023-04-20 08:05:36.308585737+00:00,2023-04-20 09:26:05.375334973+00:00,1,Clerk-000002
1,4,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:37:52.254032765+00:00,2,Clerk-000003
0,6,Appraise property,2023-04-20 09:26:05.375334973+00:00,2023-04-20 09:26:31.074338936+00:00,3,Appraiser-000002
1,8,Check credit history,2023-04-20 08:37:52.254032765+00:00,2023-04-20 10:26:40.363886910+00:00,4,Clerk-000005
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:40:49.652896489+00:00,5,Clerk-000004
0,2,AML check,2023-04-20 09:26:31.074338936+00:00,2023-04-20 09:36:18.883347487+00:00,6,AML Investigator-000001
3,9,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:33:11.497377238+00:00,7,Clerk-000006
0,16,Assess loan risk,2023-04-20 09:36:18.883347487+00:00,2023-04-20 09:56:18.883347487+00:00,8,Loan Officer-000004
2,7,AML check,2023-04-20 09:40:49.652896489+00:00,2023-04-20 09:41:22.535275675+00:00,9,AML Investigator-000002
1,6,Appraise property,2023-04-20 10:26:40.363886910+00:00,2023-04-20 12:23:58.501141529+00:00,10,Appraiser-000002
3,10,Check credit history,2023-04-20 09:33:11.497377238+00:00,2023-04-20 10:23:00.987441+00:00,11,Clerk-000007
2,10,Check credit history,2023-04-20 09:41:22.535275675+00:00,2023-04-20 10:01:32.433833068+00:00,12,Clerk-000007
0,0,Reject application,2023-04-20 09:56:18.883347487+00:00,2023-04-20 10:06:18.883347487+00:00,13,Clerk-000001
4,12,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:07:01.783309872+00:00,14,Clerk-000008
1,2,AML check,2023-04-20 12:23:58.501141529+00:00,2023-04-20 12:46:36.455153574+00:00,15,AML Investigator-000001
2,3,Appraise property,2023-04-20 10:01:32.433833068+00:00,2023-04-20 10:19:06.755977528+00:00,16,Appraiser-000001
3,3,Appraise property,2023-04-20 10:23:00.987441+00:00,2023-04-20 10:29:58.737937378+00:00,17,Appraiser-000001
5,4,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:34:13.369866114+00:00,18,Clerk-000003
