case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:53:30.678522465+00:00,0,Clerk-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:52:48.748299287+00:00,1,Clerk-000002
0,8,Check credit history,2023-04-20 08:53:30.678522465+00:00,2023-04-20 08:58:30.643450623+00:00,2,Clerk-000005
1,10,Check credit history,2023-04-20 08:52:48.748299287+00:00,2023-04-20 09:22:16.149578122+00:00,3,Clerk-000007
0,6,Appraise property,2023-04-20 08:58:30.643450623+00:00,2023-04-20 09:04:40.332797836+00:00,4,Appraiser-000002
2,4,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:10:42.094601779+00:00,5,Clerk-000003
0,2,AML check,2023-04-20 09:04:40.332797836+00:00,2023-04-20 09:45:57.543785093+00:00,6,AML Investigator-000001
1,3,Appraise property,2023-04-20 09:22:16.149578122+00:00,2023-04-20 09:42:31.151479365+00:00,7,Appraiser-000001
2,3,Appraise property,2023-04-20 09:10:42.094601779+00:00,2023-04-20 09:22:14.033117123+00:00,8,Appraiser-000001
3,5,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:46:12.662209524+00:00,9,Clerk-000004
1,7,AML check,2023-04-20 09:42:31.151479365+00:00,2023-04-20 10:00:17.301554757+00:00,10,AML Investigator-000002
0,16,Assess loan risk,2023-04-20 09:45:57.543785093+00:00,2023-04-20 10:05:57.543785093+00:00,11,Loan Officer-000004
3,4,Check credit history,2023-04-20 09:46:12.662209524+00:00,2023-04-20 12:37:29.992421455+00:00,13,Clerk-000003
4,9,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:09:15.364247160+00:00,14,Clerk-000006
1,11,Assess loan risk,2023-04-20 10:00:17.301554757+00:00,2023-04-20 10:20:17.301554757+00:00,15,Loan Officer-000001
0,15,Design loan offer,2023-04-20 10:05:57.543785093+00:00,2023-04-20 10:16:15.941621268+00:00,16,Loan Officer-000003
2,8,Check credit history,2023-04-20 09:45:57.543785093+00:00,2023-04-20 10:25:47.949291021+00:00,17,Clerk-000005
4,10,Check credit history,2023-04-20 10:09:15.364247160+00:00,2023-04-20 10:20:32.552730406+00:00,18,Clerk-000007
0,14,Approve loan offer,2023-04-20 10:16:15.941621268+00:00,2023-04-20 10:36:15.941621268+00:00,19,Senior Officer-000001
1,0,Reject application,2023-04-20 10:20:17.301554757+00:00,2023-04-20 10:30:17.301554757+00:00,20,Clerk-000001
3,3,Appraise property,2023-04-20 12:37:29.992421455+00:00,2023-04-20 12:39:49.924047068+00:00,21,Appraiser-000001
4,3,Appraise property,2023-04-20 10:20:32.552730406+00:00,2023-04-20 10:23:15.682438327+00:00,22,Appraiser-000001
2,7,AML check,2023-04-20 10:25:47.949291021+00:00,2023-04-20 11:05:26.535842066+00:00,23,AML Investigator-000002
5,12,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:44:51.095166070+00:00,24,Clerk-000008
3,7,AML check,2023-04-20 12:39:49.924047068+00:00,2023-04-20 12:39:59.530302242+00:00,25,AML Investigator-000002
