case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:20:21.403894317+00:00,0,Clerk-000001
0,1,Check credit history,2023-04-20 08:20:21.403894317+00:00,2023-04-20 08:56:48.698850879+00:00,1,Clerk-000002
1,4,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:51:36.721781307+00:00,2,Clerk-000003
0,6,Appraise property,2023-04-20 08:56:48.698850879+00:00,2023-04-20 09:06:20.153402887+00:00,3,Appraiser-000002
1,8,Check credit history,2023-04-20 08:51:36.721781307+00:00,2023-04-20 09:01:07.153625135+00:00,4,Clerk-000005
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:02:41.866495983+00:00,5,Clerk-000004
0,2,AML check,2023-04-20 09:06:20.153402887+00:00,2023-04-20 09:52:22.271929115+00:00,6,AML Investigator-000001
1,3,Appraise property,2023-04-20 09:01:07.153625135+00:00,2023-04-20 09:50:34.943890358+00:00,7,Appraiser-000001
2,4,Check credit history,2023-04-20 09:02:41.866495983+00:00,2023-04-20 09:14:47.030298698+00:00,8,Clerk-000003
3,9,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:36:13.294403069+00:00,9,Clerk-000006
0,16,Assess loan risk,2023-04-20 09:52:22.271929115+00:00,2023-04-20 10:12:22.271929115+00:00,10,Loan Officer-000004
2,7,AML check,2023-04-20 09:14:47.030298698+00:00,2023-04-20 10:22:21.591448455+00:00,11,AML Investigator-000002
3,6,Appraise property,2023-04-20 09:36:13.294403069+00:00,2023-04-20 10:53:12.523807170+00:00,12,Appraiser-000002
4,10,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:06:47.382590633+00:00,14,Clerk-000007
0,0,Reject application,2023-04-20 10:12:22.271929115+00:00,2023-04-20 10:22:22.271929115+00:00,15,Clerk-000001
1,2,AML check,2023-04-20 09:52:22.271929115+00:00,2023-04-20 10:06:45.160058356+00:00,16,AML Investigator-000001
4,3,Appraise property,2023-04-20 10:06:47.382590633+00:00,2023-04-20 10:24:54.824324479+00:00,17,Appraiser-000001
1,11,Assess loan risk,2023-04-20 10:06:45.160058356+00:00,2023-04-20 10:26:45.160058356+00:00,19,Loan Officer-000001
4,8,Check credit history,2023-04-20 10:24:54.824324479+00:00,2023-04-20 10:32:57.975775903+00:00,20,Clerk-000005
5,12,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:55:28.993379826+00:00,21,Clerk-000008
2,3,Appraise property,2023-04-20 10:53:12.523807170+00:00,2023-04-20 11:51:25.923659805+00:00,22,Appraiser-000001
3,2,AML check,2023-04-20 10:53:12.523807170+00:00,2023-04-20 10:54:53.675414447+00:00,23,AML Investigator-000001
1,13,Design loan offer,2023-04-20 10:26:45.160058356+00:00,2023-04-20 10:39:15.837541261+00:00,24,Loan Officer-000002
4,7,AML check,2023-04-20 10:32:57.975775903+00:00,2023-04-20 11:00:56.794023665+00:00,25,AML Investigator-000002
3,5,Check credit history,2023-04-20 10:54:53.675414447+00:00,2023-04-20 11:46:29.080218107+00:00,26,Clerk-000004
5,6,Appraise property,2023-04-20 10:55:28.993379826+00:00,2023-04-20 11:28:18.953591087+00:00,27,Appraiser-000002
2,11,Assess loan risk,2023-04-20 11:51:25.923659805+00:00,2023-04-20 12:11:25.923659805+00:00,28,Loan Officer-000001
1,17,Approve loan offer,2023-04-20 10:39:15.837541261+00:00,2023-04-20 10:59:15.837541261+00:00,29,Senior Officer-000002
6,1,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:10:59.344367918+00:00,30,Clerk-000002
4,11,Assess loan risk,2023-04-20 11:00:56.794023665+00:00,2023-04-20 11:20:56.794023665+00:00,31,Loan Officer-000001
5,9,Check credit history,2023-04-20 11:28:18.953591087+00:00,2023-04-20 12:23:41.810677130+00:00,32,Clerk-000006
3,13,Assess loan risk,2023-04-20 11:46:29.080218107+00:00,2023-04-20 12:06:29.080218107+00:00,33,Loan Officer-000002
2,0,Reject application,2023-04-20 12:11:25.923659805+00:00,2023-04-20 12:21:25.923659805+00:00,34,Clerk-000001
1,0,Cancel application,2023-04-20 10:59:15.837541261+00:00,2023-04-20 11:04:15.837541261+00:00,35,Clerk-000001
6,10,Check credit history,2023-04-20 11:10:59.344367918+00:00,2023-04-20 11:28:07.818922931+00:00,36,Clerk-000007
4,13,Design loan offer,2023-04-20 11:20:56.794023665+00:00,2023-04-20 11:32:08.976494696+00:00,37,Loan Officer-000002
7,4,Check application form completeness,2023-04-20 11:30:00+00:00,2023-04-20 11:32:35.818645201+00:00,38,Clerk-000003
3,15,Design loan offer,2023-04-20 12:06:29.080218107+00:00,2023-04-20 12:46:07.482979890+00:00,39,Loan Officer-000003
4,17,Approve loan offer,2023-04-20 11:32:08.976494696+00:00,2023-04-20 11:52:08.976494696+00:00,40,Senior Officer-000002
7,6,Appraise property,2023-04-20 11:32:35.818645201+00:00,2023-04-20 11:45:24.345576303+00:00,41,Appraiser-000002
8,8,Check application form completeness,2023-04-20 12:00:00+00:00,2023-04-20 12:01:00.694528465+00:00,42,Clerk-000005
5,2,AML check,2023-04-20 12:23:41.810677130+00:00,2023-04-20 12:27:12.916275428+00:00,43,AML Investigator-000001
3,14,Approve loan offer,2023-04-20 12:46:07.482979890+00:00,2023-04-20 13:06:07.482979890+00:00,44,Senior Officer-000001
7,0,Check credit history,2023-04-20 11:45:24.345576303+00:00,2023-04-20 12:20:09.357101949+00:00,46,Clerk-000001
4,0,Cancel application,2023-04-20 11:52:08.976494696+00:00,2023-04-20 11:57:08.976494696+00:00,47,Clerk-000001
8,2,AML check,2023-04-20 12:01:00.694528465+00:00,2023-04-20 12:09:04.599039310+00:00,48,AML Investigator-000001
5,16,Assess loan risk,2023-04-20 12:27:12.916275428+00:00,2023-04-20 12:47:12.916275428+00:00,49,Loan Officer-000004
