case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:16:53.061975024+00:00,0,Clerk-000001
0,3,Appraise property,2023-04-20 08:16:53.061975024+00:00,2023-04-20 09:27:49.533417347+00:00,1,Appraiser-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 09:47:59.629677030+00:00,2,Clerk-000002
0,8,Check credit history,2023-04-20 09:27:49.533417347+00:00,2023-04-20 09:55:49.448692158+00:00,3,Clerk-000005
2,4,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:04:45.357591469+00:00,4,Clerk-000003
1,6,Appraise property,2023-04-20 09:47:59.629677030+00:00,2023-04-20 09:57:21.627302392+00:00,5,Appraiser-000002
0,7,AML check,2023-04-20 09:55:49.448692158+00:00,2023-04-20 10:43:59.888940660+00:00,6,AML Investigator-000002
2,6,Appraise property,2023-04-20 09:04:45.357591469+00:00,2023-04-20 09:06:12.105757143+00:00,7,Appraiser-000002
3,5,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:30:05.070237884+00:00,8,Clerk-000004
1,9,Check credit history,2023-04-20 09:57:21.627302392+00:00,2023-04-20 11:37:52.675070524+00:00,9,Clerk-000006
0,11,Assess loan risk,2023-04-20 10:43:59.888940660+00:00,2023-04-20 11:03:59.888940660+00:00,10,Loan Officer-000001
2,2,AML check,2023-04-20 09:06:12.105757143+00:00,2023-04-20 09:57:23.786702713+00:00,11,AML Investigator-000001
3,7,AML check,2023-04-20 09:30:05.070237884+00:00,2023-04-20 09:40:09.869424120+00:00,12,AML Investigator-000002
4,10,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:40:45.282567110+00:00,13,Clerk-000007
0,13,Design loan offer,2023-04-20 11:03:59.888940660+00:00,2023-04-20 11:04:56.422549553+00:00,14,Loan Officer-000002
1,2,AML check,2023-04-20 11:37:52.675070524+00:00,2023-04-20 12:16:35.896546521+00:00,15,AML Investigator-000001
3,3,Appraise property,2023-04-20 09:40:09.869424120+00:00,2023-04-20 10:48:57.798829215+00:00,16,Appraiser-000001
2,5,Check credit history,2023-04-20 09:57:23.786702713+00:00,2023-04-20 10:18:06.829350874+00:00,17,Clerk-000004
5,12,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 11:24:43.716556672+00:00,18,Clerk-000008
4,2,AML check,2023-04-20 10:40:45.282567110+00:00,2023-04-20 10:45:53.659595367+00:00,19,AML Investigator-000001
0,17,Approve loan offer,2023-04-20 11:04:56.422549553+00:00,2023-04-20 11:24:56.422549553+00:00,20,Senior Officer-000002
1,16,Assess loan risk,2023-04-20 12:16:35.896546521+00:00,2023-04-20 12:36:35.896546521+00:00,21,Loan Officer-000004
2,13,Assess loan risk,2023-04-20 10:18:06.829350874+00:00,2023-04-20 10:38:06.829350874+00:00,22,Loan Officer-000002
4,5,Check credit history,2023-04-20 10:45:53.659595367+00:00,2023-04-20 10:54:09.698399288+00:00,23,Clerk-000004
3,8,Check credit history,2023-04-20 10:48:57.798829215+00:00,2023-04-20 10:52:24.759238265+00:00,24,Clerk-000005
6,0,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:51:56.737839949+00:00,25,Clerk-000001
5,7,AML check,2023-04-20 11:24:43.716556672+00:00,2023-04-20 11:38:08.258099799+00:00,26,AML Investigator-000002
0,0,Approve application,2023-04-20 11:24:56.422549553+00:00,2023-04-20 11:29:56.422549553+00:00,27,Clerk-000001
1,0,Reject application,2023-04-20 12:36:35.896546521+00:00,2023-04-20 12:46:35.896546521+00:00,28,Clerk-000001
2,5,Reject application,2023-04-20 10:38:06.829350874+00:00,2023-04-20 10:48:06.829350874+00:00,29,Clerk-000004
3,16,Assess loan risk,2023-04-20 10:52:24.759238265+00:00,2023-04-20 11:12:24.759238265+00:00,30,Loan Officer-000004
4,6,Appraise property,2023-04-20 10:54:09.698399288+00:00,2023-04-20 11:46:07.974760363+00:00,31,Appraiser-000002
5,10,Check credit history,2023-04-20 11:38:08.258099799+00:00,2023-04-20 11:53:34.251797538+00:00,32,Clerk-000007
