case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 09:27:58.993931887+00:00,0,Clerk-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:44:21.430645340+00:00,1,Clerk-000002
0,6,Appraise property,2023-04-20 09:27:58.993931887+00:00,2023-04-20 09:32:54.697527122+00:00,2,Appraiser-000002
1,8,Check credit history,2023-04-20 08:44:21.430645340+00:00,2023-04-20 08:49:51.496053679+00:00,3,Clerk-000005
2,4,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:01:39.728907749+00:00,4,Clerk-000003
0,2,AML check,2023-04-20 09:32:54.697527122+00:00,2023-04-20 09:47:21.445318586+00:00,5,AML Investigator-000001
1,2,AML check,2023-04-20 08:49:51.496053679+00:00,2023-04-20 08:58:09.061613210+00:00,6,AML Investigator-000001
2,12,Check credit history,2023-04-20 09:01:39.728907749+00:00,2023-04-20 09:15:40.759314737+00:00,7,Clerk-000008
3,5,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:31:34.392366226+00:00,8,Clerk-000004
0,5,Check credit history,2023-04-20 09:47:21.445318586+00:00,2023-04-20 09:50:37.170245592+00:00,9,Clerk-000004
1,6,Appraise property,2023-04-20 08:58:09.061613210+00:00,2023-04-20 09:11:47.707194632+00:00,10,Appraiser-000002
2,7,AML check,2023-04-20 09:15:40.759314737+00:00,2023-04-20 09:57:18.145577953+00:00,11,AML Investigator-000002
3,9,Check credit history,2023-04-20 09:31:34.392366226+00:00,2023-04-20 10:43:19.462416304+00:00,12,Clerk-000006
0,15,Assess loan risk,2023-04-20 09:50:37.170245592+00:00,2023-04-20 10:10:37.170245592+00:00,13,Loan Officer-000003
1,13,Assess loan risk,2023-04-20 09:11:47.707194632+00:00,2023-04-20 09:31:47.707194632+00:00,14,Loan Officer-000002
2,6,Appraise property,2023-04-20 09:57:18.145577953+00:00,2023-04-20 11:10:46.233260620+00:00,15,Appraiser-000002
4,10,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:09:29.536143746+00:00,16,Clerk-000007
0,5,Reject application,2023-04-20 10:10:37.170245592+00:00,2023-04-20 10:20:37.170245592+00:00,17,Clerk-000004
3,7,AML check,2023-04-20 10:43:19.462416304+00:00,2023-04-20 11:06:20.345844175+00:00,18,AML Investigator-000002
1,8,Reject application,2023-04-20 09:31:47.707194632+00:00,2023-04-20 09:41:47.707194632+00:00,19,Clerk-000005
4,2,AML check,2023-04-20 10:09:29.536143746+00:00,2023-04-20 10:53:38.219875566+00:00,20,AML Investigator-000001
3,3,Appraise property,2023-04-20 11:06:20.345844175+00:00,2023-04-20 11:43:11.208928571+00:00,21,Appraiser-000001
2,13,Assess loan risk,2023-04-20 11:10:46.233260620+00:00,2023-04-20 11:30:46.233260620+00:00,22,Loan Officer-000002
4,1,Check credit history,2023-04-20 10:53:38.219875566+00:00,2023-04-20 12:12:04.045473588+00:00,23,Clerk-000002
6,4,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:29:55.753919138+00:00,24,Clerk-000003
2,15,Design loan offer,2023-04-20 11:30:46.233260620+00:00,2023-04-20 11:32:56.102613713+00:00,25,Loan Officer-000003
