case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:15:16.673478307+00:00,0,Clerk-000001
0,6,Appraise property,2023-04-20 08:15:16.673478307+00:00,2023-04-20 08:41:40.590887167+00:00,1,Appraiser-000002
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:47:03.057553288+00:00,2,Clerk-000002
0,7,AML check,2023-04-20 08:41:40.590887167+00:00,2023-04-20 08:57:38.725281683+00:00,3,AML Investigator-000002
1,6,Appraise property,2023-04-20 08:47:03.057553288+00:00,2023-04-20 09:15:08.375872753+00:00,4,Appraiser-000002
0,4,Check credit history,2023-04-20 08:57:38.725281683+00:00,2023-04-20 09:08:27.218427085+00:00,5,Clerk-000003
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:03:34.828185885+00:00,6,Clerk-000004
0,13,Assess loan risk,2023-04-20 09:08:27.218427085+00:00,2023-04-20 09:28:27.218427085+00:00,7,Loan Officer-000002
1,12,Check credit history,2023-04-20 09:15:08.375872753+00:00,2023-04-20 09:19:44.273895603+00:00,8,Clerk-000008
2,7,AML check,2023-04-20 09:03:34.828185885+00:00,2023-04-20 09:09:37.527671425+00:00,9,AML Investigator-000002
1,2,AML check,2023-04-20 09:19:44.273895603+00:00,2023-04-20 10:28:50.561686581+00:00,10,AML Investigator-000001
0,15,Design loan offer,2023-04-20 09:28:27.218427085+00:00,2023-04-20 09:39:55.210762623+00:00,11,Loan Officer-000003
2,9,Check credit history,2023-04-20 09:09:37.527671425+00:00,2023-04-20 09:11:43.586461744+00:00,12,Clerk-000006
3,8,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:53:47.715097946+00:00,13,Clerk-000005
0,14,Approve loan offer,2023-04-20 09:39:55.210762623+00:00,2023-04-20 09:59:55.210762623+00:00,14,Senior Officer-000001
1,11,Assess loan risk,2023-04-20 10:28:50.561686581+00:00,2023-04-20 10:48:50.561686581+00:00,15,Loan Officer-000001
2,3,Appraise property,2023-04-20 09:11:43.586461744+00:00,2023-04-20 09:20:46.264389496+00:00,16,Appraiser-000001
3,7,AML check,2023-04-20 09:53:47.715097946+00:00,2023-04-20 10:07:12.024724314+00:00,17,AML Investigator-000002
0,5,Approve application,2023-04-20 09:59:55.210762623+00:00,2023-04-20 10:04:55.210762623+00:00,18,Clerk-000004
4,10,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:43:20.510371355+00:00,19,Clerk-000007
1,12,Reject application,2023-04-20 10:48:50.561686581+00:00,2023-04-20 10:58:50.561686581+00:00,20,Clerk-000008
2,11,Assess loan risk,2023-04-20 09:20:46.264389496+00:00,2023-04-20 09:40:46.264389496+00:00,21,Loan Officer-000001
5,0,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:45:48.966077874+00:00,22,Clerk-000001
4,9,Check credit history,2023-04-20 10:43:20.510371355+00:00,2023-04-20 11:50:48.619054500+00:00,23,Clerk-000006
2,8,Reject application,2023-04-20 09:40:46.264389496+00:00,2023-04-20 09:50:46.264389496+00:00,24,Clerk-000005
3,10,Check credit history,2023-04-20 10:07:12.024724314+00:00,2023-04-20 10:29:50.661873337+00:00,25,Clerk-000007
5,5,Check credit history,2023-04-20 10:45:48.966077874+00:00,2023-04-20 11:37:00.061819651+00:00,26,Clerk-000004
6,1,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:06:56.102800979+00:00,27,Clerk-000002
4,6,Appraise property,2023-04-20 11:50:48.619054500+00:00,2023-04-20 12:41:01.677266381+00:00,28,Appraiser-000002
6,7,AML check,2023-04-20 11:06:56.102800979+00:00,2023-04-20 11:32:56.291926224+00:00,29,AML Investigator-000002
7,4,Check application form completeness,2023-04-20 11:30:00+00:00,2023-04-20 11:54:15.109718891+00:00,30,Clerk-000003
5,6,Appraise property,2023-04-20 11:37:00.061819651+00:00,2023-04-20 11:39:57.241331783+00:00,31,Appraiser-000002
4,2,AML check,2023-04-20 12:41:01.677266381+00:00,2023-04-20 12:46:43.222840393+00:00,32,AML Investigator-000001
3,3,Appraise property,2023-04-20 10:29:50.661873337+00:00,2023-04-20 10:47:29.722776467+00:00,33,Appraiser-000001
5,7,AML check,2023-04-20 11:39:57.241331783+00:00,2023-04-21 07:55:38.903830602+00:00,35,AML Investigator-000002
7,8,Check credit history,2023-04-20 11:54:15.109718891+00:00,2023-04-20 12:16:49.906679819+00:00,36,Clerk-000005
8,10,Check application form completeness,2023-04-20 12:00:00+00:00,2023-04-20 12:01:59.089539968+00:00,37,Clerk-000007
4,16,Assess loan risk,2023-04-20 12:46:43.222840393+00:00,2023-04-20 13:06:43.222840393+00:00,38,Loan Officer-000004
3,15,Assess loan risk,2023-04-20 10:48:50.561686581+00:00,2023-04-20 11:08:50.561686581+00:00,39,Loan Officer-000003
8,12,Return application back to applicant,2023-04-20 12:01:59.089539968+00:00,2023-04-20 12:06:59.089539968+00:00,40,Clerk-000008
9,0,Check application form completeness,2023-04-20 12:30:00+00:00,2023-04-20 12:34:03.242804367+00:00,42,Clerk-000001
6,3,Appraise property,2023-04-20 12:41:01.677266381+00:00,2023-04-20 13:05:45.052123137+00:00,43,Appraiser-000001
4,15,Design loan offer,2023-04-20 13:06:43.222840393+00:00,2023-04-20 13:08:40.664195061+00:00,44,Loan Officer-000003
5,11,Assess loan risk,2023-04-21 07:55:38.903830602+00:00,2023-04-21 08:15:38.903830602+00:00,45,Loan Officer-000001
3,16,Design loan offer,2023-04-20 11:08:50.561686581+00:00,2023-04-20 11:25:16.982383399+00:00,46,Loan Officer-000004
8,18,Applicant completes form,2023-04-20 12:06:59.089539968+00:00,2023-04-20 13:06:59.089539968+00:00,47,Applicant-000001
9,3,Appraise property,2023-04-20 13:05:45.052123137+00:00,2023-04-20 14:11:32.953109390+00:00,48,Appraiser-000001
10,1,Check application form completeness,2023-04-20 13:00:00+00:00,2023-04-20 13:01:16.773581971+00:00,49,Clerk-000002
6,4,Check credit history,2023-04-20 13:05:45.052123137+00:00,2023-04-20 13:56:38.334512801+00:00,50,Clerk-000003
4,17,Approve loan offer,2023-04-20 13:08:40.664195061+00:00,2023-04-20 13:28:40.664195061+00:00,51,Senior Officer-000002
7,3,Appraise property,2023-04-21 07:55:38.903830602+00:00,2023-04-21 08:40:00.249441361+00:00,52,Appraiser-000001
5,16,Design loan offer,2023-04-21 08:15:38.903830602+00:00,2023-04-21 08:34:18.821234748+00:00,53,Loan Officer-000004
3,17,Approve loan offer,2023-04-20 11:25:16.982383399+00:00,2023-04-20 11:45:16.982383399+00:00,54,Senior Officer-000002
10,6,Appraise property,2023-04-20 13:01:16.773581971+00:00,2023-04-20 13:20:25.212753876+00:00,55,Appraiser-000002
8,9,Check application form completeness,2023-04-20 13:06:59.089539968+00:00,2023-04-20 13:21:30.759951298+00:00,56,Clerk-000006
