case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:15:38.668018339+00:00,0,Clerk-000001
0,6,Appraise property,2023-04-20 08:15:38.668018339+00:00,2023-04-20 08:24:44.333588603+00:00,1,Appraiser-000002
0,12,Check credit history,2023-04-20 08:24:44.333588603+00:00,2023-04-20 08:43:38.301848966+00:00,2,Clerk-000008
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:45:34.328599972+00:00,3,Clerk-000002
0,2,AML check,2023-04-20 08:43:38.301848966+00:00,2023-04-20 08:44:35.403619091+00:00,4,AML Investigator-000001
0,16,Assess loan risk,2023-04-20 08:44:35.403619091+00:00,2023-04-20 09:04:35.403619091+00:00,5,Loan Officer-000004
1,7,AML check,2023-04-20 08:45:34.328599972+00:00,2023-04-20 08:48:29.122226452+00:00,6,AML Investigator-000002
1,4,Check credit history,2023-04-20 08:48:29.122226452+00:00,2023-04-20 09:38:09.644600442+00:00,7,Clerk-000003
0,13,Design loan offer,2023-04-20 09:04:35.403619091+00:00,2023-04-20 09:06:13.156099388+00:00,8,Loan Officer-000002
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:00:16.883376308+00:00,9,Clerk-000004
0,14,Approve loan offer,2023-04-20 09:06:13.156099388+00:00,2023-04-20 09:26:13.156099388+00:00,10,Senior Officer-000001
1,6,Appraise property,2023-04-20 09:38:09.644600442+00:00,2023-04-20 10:04:16.139863033+00:00,11,Appraiser-000002
2,1,Check credit history,2023-04-20 09:00:16.883376308+00:00,2023-04-20 09:41:27.926878507+00:00,12,Clerk-000002
0,5,Approve application,2023-04-20 09:26:13.156099388+00:00,2023-04-20 09:31:13.156099388+00:00,13,Clerk-000004
3,8,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:32:35.090498713+00:00,14,Clerk-000005
1,16,Assess loan risk,2023-04-20 10:04:16.139863033+00:00,2023-04-20 10:24:16.139863033+00:00,15,Loan Officer-000004
2,3,Appraise property,2023-04-20 09:41:27.926878507+00:00,2023-04-20 10:26:32.067976756+00:00,16,Appraiser-000001
4,9,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:10:53.685572675+00:00,17,Clerk-000006
1,9,Reject application,2023-04-20 10:24:16.139863033+00:00,2023-04-20 10:34:16.139863033+00:00,18,Clerk-000006
3,6,Appraise property,2023-04-20 09:32:35.090498713+00:00,2023-04-20 09:34:47.818567730+00:00,19,Appraiser-000002
4,7,AML check,2023-04-20 10:10:53.685572675+00:00,2023-04-20 10:30:17.144702753+00:00,20,AML Investigator-000002
2,2,AML check,2023-04-20 10:26:32.067976756+00:00,2023-04-20 10:32:39.351025733+00:00,21,AML Investigator-000001
5,10,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:56:37.287754496+00:00,22,Clerk-000007
3,2,AML check,2023-04-20 09:34:47.818567730+00:00,2023-04-20 09:43:44.381345800+00:00,23,AML Investigator-000001
4,0,Check credit history,2023-04-20 10:30:17.144702753+00:00,2023-04-20 11:13:14.859827477+00:00,24,Clerk-000001
2,13,Assess loan risk,2023-04-20 10:32:39.351025733+00:00,2023-04-20 10:52:39.351025733+00:00,25,Loan Officer-000002
5,9,Return application back to applicant,2023-04-20 10:56:37.287754496+00:00,2023-04-20 11:01:37.287754496+00:00,26,Clerk-000006
3,9,Check credit history,2023-04-20 09:43:44.381345800+00:00,2023-04-20 10:41:59.001262561+00:00,27,Clerk-000006
2,11,Design loan offer,2023-04-20 10:52:39.351025733+00:00,2023-04-20 10:55:06.022496997+00:00,28,Loan Officer-000001
6,12,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:02:35.775404908+00:00,29,Clerk-000008
