case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:01:01.796493997+00:00,0,Clerk-000001
0,7,AML check,2023-04-20 08:01:01.796493997+00:00,2023-04-20 08:26:54.819051284+00:00,1,AML Investigator-000002
0,4,Check credit history,2023-04-20 08:26:54.819051284+00:00,2023-04-20 08:48:15.667216828+00:00,2,Clerk-000003
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 11:02:19.140150836+00:00,3,Clerk-000002
0,3,Appraise property,2023-04-20 08:48:15.667216828+00:00,2023-04-20 09:06:39.451330302+00:00,4,Appraiser-000001
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:17:11.317729843+00:00,5,Clerk-000004
0,16,Assess loan risk,2023-04-20 09:06:39.451330302+00:00,2023-04-20 09:26:39.451330302+00:00,6,Loan Officer-000004
1,6,Appraise property,2023-04-20 11:02:19.140150836+00:00,2023-04-20 11:28:01.495417231+00:00,7,Appraiser-000002
2,1,Return application back to applicant,2023-04-20 09:17:11.317729843+00:00,2023-04-20 09:22:11.317729843+00:00,8,Clerk-000002
0,11,Design loan offer,2023-04-20 09:26:39.451330302+00:00,2023-04-20 09:27:28.222497736+00:00,9,Loan Officer-000001
3,8,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 10:14:58.148131073+00:00,10,Clerk-000005
1,2,AML check,2023-04-20 11:28:01.495417231+00:00,2023-04-20 11:39:11.026106400+00:00,11,AML Investigator-000001
2,18,Applicant completes form,2023-04-20 09:22:11.317729843+00:00,2023-04-20 10:22:11.317729843+00:00,12,Applicant-000001
0,17,Approve loan offer,2023-04-20 09:27:28.222497736+00:00,2023-04-20 09:47:28.222497736+00:00,13,Senior Officer-000002
4,9,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:09:40.557077749+00:00,14,Clerk-000006
3,7,AML check,2023-04-20 10:14:58.148131073+00:00,2023-04-20 10:50:19.121934070+00:00,15,AML Investigator-000002
1,0,Check credit history,2023-04-20 11:39:11.026106400+00:00,2023-04-20 11:46:25.352807453+00:00,16,Clerk-000001
0,8,Cancel application,2023-04-20 09:47:28.222497736+00:00,2023-04-20 09:52:28.222497736+00:00,17,Clerk-000005
4,5,Return application back to applicant,2023-04-20 10:09:40.557077749+00:00,2023-04-20 10:14:40.557077749+00:00,18,Clerk-000004
2,12,Check application form completeness,2023-04-20 10:22:11.317729843+00:00,2023-04-20 10:42:12.720377084+00:00,19,Clerk-000008
5,10,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:38:38.328799714+00:00,20,Clerk-000007
3,9,Check credit history,2023-04-20 10:50:19.121934070+00:00,2023-04-20 11:26:37.112216015+00:00,21,Clerk-000006
1,11,Assess loan risk,2023-04-20 11:46:25.352807453+00:00,2023-04-20 12:06:25.352807453+00:00,22,Loan Officer-000001
5,2,AML check,2023-04-20 10:38:38.328799714+00:00,2023-04-20 11:20:41.485903396+00:00,23,AML Investigator-000001
2,6,Appraise property,2023-04-20 11:28:01.495417231+00:00,2023-04-20 13:23:31.256271355+00:00,24,Appraiser-000002
